hhid,hhgroup,sample_segment,sample_county,final_cnty,cityofredmond,cityofseattle,psrc,final_home_tract,final_home_bg,final_home_puma10,final_home_rgcnum,final_home_uvnum,final_home_taz2010,travelweek,traveldate,dayofweek,hhsize,vehicle_count,numadults,numchildren,numworkers,lifecycle,hhincome_detailed,hhincome_followup,hhincome_broad,car_share,rent_own,res_dur,res_type,res_months,offpark,offpark_cost,streetpark,prev_home_wa,prev_home_tract,prev_home_bg,prev_home_puma10,prev_home_rgcname,prev_home_taz2010,prev_home_notwa_notus,prev_home_notwa_city,prev_home_notwa_zip,prev_home_notwa_state,prev_rent_own,prev_res_type,res_factors_30min,res_factors_afford,res_factors_closefam,res_factors_hhchange,res_factors_hwy,res_factors_school,res_factors_space,res_factors_transit,res_factors_walk,rmove_optin,diary_incentive_type,extra_incentive,call_center,mobile_device,contact_email,contact_phone,foreign_language,google_translate,recruit_start_pt,recruit_end_pt,recruit_duration_min,numdayscomplete,day1complete,day2complete,day3complete,day4complete,day5complete,day6complete,day7complete,num_trips,nwkdays,hh_wt_revised,hh_day_wt_revised
17113825,2,51,King,1,0,1,0,53033003300,530330033003,11601,1,5,241,9,6/1/17,5,1,1,1,0,1,3,7,,5,2,2,4,4,1,1,0,1,2,,,,,,0,cleveland,,35,2,2,4,4,2,1,4,1,5,1,4,,1,0,0,0,1,0,0,0,53:58.7,03:02.3,10,1,1,,,,,,,2,1,24.68882698,24.68882698
17113839,2,51,King,1,0,1,0,53033007402,530330074023,11603,21,28,429,8,5/23/17,3,2,0,2,0,2,6,4,,2,2,2,4,4,1,0,,3,2,,,,,,1,,,,2,4,2,4,4,1,2,1,1,5,5,2,4,1,0,0,1,0,0,0,36:51.3,58:05.3,22,1,1,,,,,,,8,1,524.0597332,524.0597332
17113848,2,42,King,1,1,0,0,53033032309,530330323091,11607,1,0,1657,3,4/20/17,5,1,1,1,0,0,4,4,,2,2,1,5,4,1,10,0,2,,,,,,,,,,,,,5,5,3,3,5,3,3,5,5,2,1,1,0,0,,,0,0,34:52.0,01:15.8,1827,1,1,,,,,,,9,1,2.65,2.65
17113862,1,51,King,1,0,1,0,53033005000,530330050003,11601,1,39,313,7,5/16/17,3,1,1,1,0,0,3,3,,2,2,2,1,4,1,1,175,2,1,53033032214,530330322142,11609,,1953,,,,,2,4,5,4,3,3,3,3,4,4,4,1,,0,0,0,1,0,0,0,56:48.9,07:04.0,11,6,1,1,1,1,1,0,1,54,4,27.4740485,6.868512123
17113899,2,1,Snohomish,4,0,0,1,53061052604,530610526042,11705,1,0,2237,6,5/9/17,3,2,3,2,0,0,8,5,,3,2,1,5,2,1,4,0,1,,,,,,,,,,,,,3,5,4,5,4,3,4,4,5,,1,0,0,0,1,0,0,0,45:37.0,02:55.4,17,1,1,,,,,,,4,1,2857.175584,2857.175584
17113910,2,58,King,1,0,1,0,53033008100,530330081003,11603,20,12,499,2,4/11/17,3,2,1,2,0,0,7,11,6,6,2,1,5,4,1,10,0,2,,,,,,,,,,,,,3,5,4,3,2,3,5,4,5,,2,0,0,0,1,0,0,0,07:37.4,19:20.5,12,1,1,,,,,,,12,1,10.52644829,10.52644829
17113928,2,31,King,1,1,0,0,53033022605,530330226053,11607,1,0,1672,5,5/4/17,5,3,2,3,0,1,7,7,,5,1,2,6,4,1,10,0,1,,,,,,,,,,,,,5,4,5,4,2,3,3,5,4,,1,0,0,1,1,0,0,0,05:27.9,30:17.4,25,1,1,,,,,,,23,1,6.92979099,6.92979099
17113934,2,1,Snohomish,4,0,0,1,53061050700,530610507005,11701,1,0,2642,7,5/16/17,3,2,2,2,0,1,8,11,6,6,2,1,7,1,1,3,0,1,,,,,,,,,,,,,1,1,3,1,1,1,1,1,1,,2,1,0,0,1,0,0,0,51:18.9,09:22.5,18,1,1,,,,,,,5,1,475.275,475.275
17113964,2,51,King,1,0,1,0,53033007500,530330075002,11604,21,0,565,7,5/18/17,5,1,1,1,0,1,3,7,,5,2,2,3,4,1,10,200,2,2,,,,,,0,Gainesville,,9,2,3,3,4,3,3,5,3,5,4,5,2,1,1,0,1,,,0,0,08:24.1,17:04.9,9,1,1,,,,,,,6,1,24.79946246,24.79946246
17113967,2,2,King,4,0,0,1,53033026700,530330267001,11611,1,0,890,6,5/9/17,3,3,2,2,1,2,1,7,,5,2,1,6,1,1,8,0,1,,,,,,,,,,,,,2,1,4,1,2,1,4,3,1,,2,0,0,0,1,0,0,0,43:11.4,56:39.1,13,1,1,,,,,,,4,1,2305.589129,2305.589129
17113968,1,55,King,1,0,1,0,53033009500,530330095002,11604,1,25,642,7,5/16/17,3,2,1,1,1,1,2,5,,3,2,1,6,1,1,2,0,1,,,,,,,,,,,,,5,5,4,3,3,3,4,4,4,1,,0,0,0,1,0,0,0,04:10.6,18:42.9,14,6,1,1,1,1,0,1,1,62,4,14.49441627,3.623604069
17113969,1,59,King,1,0,1,0,53033011200,530330112002,11605,1,34,806,6,5/9/17,3,2,1,2,0,2,6,6,,4,2,1,2,1,1,1,0,1,1,53033010500,530330105005,11605,,738,,,,,2,4,4,5,4,3,4,4,3,5,4,1,,0,0,0,0,1,0,0,55:37.2,26:37.8,31,7,1,1,1,1,1,1,1,63,4,4.641978282,1.160494571
17113997,2,11,King,1,0,0,1,53033027701,530330277011,11612,1,0,2083,2,4/12/17,4,2,2,2,0,1,7,7,,5,2,1,5,1,5,1,0,1,,,,,,,,,,,,,1,4,3,2,1,2,4,3,2,2,1,0,0,0,1,0,0,0,39:40.3,58:36.6,19,1,1,,,,,,,6,1,267.425,267.425
17114000,2,58,King,1,0,1,0,53033008100,530330081003,11603,20,12,510,5,5/4/17,5,1,1,1,0,1,3,7,,5,1,2,4,4,1,10,150,3,2,,,,,,0,Baltimore,,20,5,4,4,4,4,4,3,3,4,3,4,2,2,0,0,1,1,0,0,0,25:35.1,32:02.6,7,1,1,,,,,,,5,1,7.324055805,7.324055805
17114033,1,57,King,1,0,1,0,53033004302,530330043021,11602,24,31,286,8,5/23/17,3,1,0,1,0,1,3,2,,1,2,2,1,4,1,0,,3,2,,,,,,0,Amherst,,21,2,6,5,5,1,1,1,1,2,4,4,1,,0,0,0,1,0,0,0,22:49.5,34:29.0,12,1,0,1,0,0,0,0,0,11,1,10.59337431,10.59337431
17114037,1,13,King,1,0,0,1,53033005200,530330052004,11602,1,0,309,5,5/2/17,3,1,1,1,0,1,4,7,,5,1,1,7,1,1,1,0,1,,,,,,,,,,,,,5,5,3,3,4,3,3,4,5,1,,0,0,0,1,1,0,0,25:02.7,36:41.0,11,6,1,1,0,1,1,1,1,37,3,212.6,70.86666666
17114042,1,52,King,1,0,1,0,53033001300,530330013003,11601,1,4,78,7,5/16/17,3,1,1,1,0,1,4,7,,5,2,2,6,4,1,1,0,1,,,,,,,,,,,,,5,5,3,4,1,1,2,4,3,1,,0,0,0,1,0,0,0,15:09.2,28:33.0,13,7,1,1,1,1,1,1,1,31,4,20.78723096,5.196807738
17114058,2,2,Snohomish,4,0,0,1,53061052502,530610525022,11705,1,0,2341,9,5/31/17,4,2,2,2,0,1,6,4,,2,2,2,2,4,1,2,0,1,1,,,,,,,,,,2,4,3,5,4,2,4,2,3,1,4,,1,1,0,0,1,0,0,0,25:38.1,35:03.9,10,1,1,,,,,,,8,1,546.9,546.9
17114069,1,51,King,1,0,1,0,53033008001,530330080014,11603,20,7,451,5,5/2/17,3,1,0,1,0,1,4,6,,4,1,2,1,4,1,10,100,3,1,53033010500,530330105004,11605,,735,,,,,2,4,5,3,2,3,1,3,3,5,5,1,,0,0,0,1,0,0,0,31:37.1,38:41.4,7,6,1,1,1,1,1,0,1,24,4,50.86741969,12.71685492
17114076,1,57,King,1,0,1,0,53033004302,530330043021,11602,24,31,285,9,5/30/17,3,3,3,3,0,1,6,3,,2,2,2,2,4,1,0,,2,1,53033005200,530330052001,11602,Seattle University Community,307,,,,,2,4,5,5,1,4,2,1,4,2,4,1,,0,0,0,1,0,0,0,03:51.8,14:18.8,11,4,0,1,1,0,0,1,1,76,3,167.4,55.8
17114089,2,32,King,1,1,0,0,53033022803,530330228033,11607,17,0,1612,3,4/20/17,5,2,0,2,0,2,6,9,,5,1,2,2,4,1,0,,3,1,53033030313,530330303132,11612,,1126,,,,,1,3,4,5,1,1,1,1,2,5,5,,2,0,0,0,1,0,0,0,28:08.4,39:29.8,11,1,1,,,,,,,8,1,293.4,293.4
17114120,2,52,King,1,0,1,0,53033005900,530330059001,11603,1,6,341,1,4/6/17,5,1,1,1,0,1,4,6,,4,2,2,2,4,1,1,0,3,1,53033007700,530330077002,11604,,422,,,,,2,4,5,5,3,1,4,1,1,3,4,,1,0,0,0,,,0,0,56:50.0,04:17.8,8,1,1,,,,,,,4,1,21.08164918,21.08164918
17114147,2,50,King,1,0,1,0,53033008200,530330082002,11603,21,16,572,3,4/20/17,5,1,0,1,0,0,4,3,,2,2,2,2,4,1,4,0,1,1,53033005301,530330053011,11602,Seattle University Community,284,,,,,2,4,3,5,4,3,1,3,3,4,5,,1,0,0,1,1,0,0,0,22:49.5,41:02.0,19,1,1,,,,,,,7,1,104.5901972,104.5901972
17114149,2,55,King,1,0,1,0,53033001900,530330019001,11602,22,26,70,1,4/4/17,3,2,1,2,0,2,7,8,,5,2,1,7,1,1,3,0,1,,,,,,,,,,,,,5,5,4,1,1,3,1,5,4,,4,0,0,0,,,0,0,16:51.9,38:02.0,22,1,1,,,,,,,7,1,12.975,12.975
17114152,2,22,King,1,1,0,0,53033032324,530330323243,11607,1,0,1677,8,5/24/17,4,2,1,2,0,1,6,4,,2,2,2,1,4,1,10,0,1,1,53053072507,530530725072,11502,,2723,,,,,4,1,4,5,4,5,4,2,4,5,5,,1,0,0,0,1,0,0,0,05:19.0,41:32.8,36,1,1,,,,,,,5,1,17.24604507,17.24604507
17114158,2,53,King,1,0,1,0,53033005200,530330052001,11602,24,36,307,7,5/16/17,3,1,1,1,0,1,3,2,,1,2,2,1,1,2,1,80,3,2,,,,,,0,CHICAGO,60605,13,2,1,3,3,4,4,4,3,3,3,2,,1,0,0,0,1,0,0,0,47:41.8,54:05.8,7,1,1,,,,,,,3,1,25.86300674,25.86300674
17114160,1,55,King,1,0,1,0,53033000401,530330004011,11601,1,8,4,2,4/11/17,3,2,1,1,1,1,2,2,,1,2,2,5,4,1,1,0,3,,,,,,,,,,,,,3,5,4,3,2,3,3,2,2,1,,0,0,0,1,0,0,0,20:50.8,33:08.3,13,2,0,1,1,0,0,0,0,9,4,12.975,3.24375
17114164,1,1,Pierce,3,0,0,1,53053062000,530530620003,11501,1,0,3186,5,5/2/17,3,2,2,2,0,2,6,5,,3,2,1,2,1,1,2,0,1,1,53053071602,530530716021,11504,,3367,,,,,2,4,1,4,3,1,4,1,5,1,2,1,,0,0,0,1,0,0,0,24:56.1,37:12.8,13,7,1,1,1,1,1,1,1,65,4,475.9116952,118.9779238
17114170,2,52,King,1,0,1,0,53033003600,530330036004,11601,1,19,176,1,4/6/17,5,2,2,2,0,1,6,7,,5,2,2,1,4,1,0,,1,1,53033022606,530330226061,11607,,1659,,,,,2,1,5,3,5,5,5,1,5,3,5,,1,0,0,0,1,0,0,0,50:35.5,57:28.4,7,1,1,,,,,,,2,1,20.9869338,20.9869338
17114171,2,3,King,1,0,0,1,53033003200,530330032005,11601,1,0,248,6,5/10/17,4,2,2,2,0,2,6,10,,5,1,1,3,1,1,2,0,1,1,53033006800,530330068002,11603,,387,,,,,2,3,5,4,5,3,4,3,4,5,5,2,1,0,0,0,1,0,0,0,50:02.0,00:48.1,10,1,1,,,,,,,4,1,492.9,492.9
17114177,1,51,King,1,0,1,0,53033006100,530330061003,11603,1,15,363,6,5/9/17,3,1,1,1,0,1,4,6,,4,2,1,1,4,1,1,0,1,1,53033032210,530330322103,11609,,1974,,,,,1,4,5,4,3,1,4,1,3,5,5,1,,0,0,1,1,0,0,0,06:12.9,25:16.4,19,6,0,1,1,1,1,1,1,43,3,23.56781238,7.855937462
17114201,2,11,Snohomish,4,0,0,1,53061041905,530610419053,11702,1,0,2400,6,5/11/17,5,3,2,2,1,1,1,5,,3,2,1,2,1,1,2,0,1,1,53061041607,530610416072,11703,,2429,,,,,2,4,5,5,4,5,5,5,4,1,5,,1,0,0,1,1,0,0,0,19:58.3,46:26.8,27,1,1,,,,,,,12,1,270.2198304,270.2198304
17114202,1,51,King,1,0,1,0,53033003200,530330032002,11601,1,5,245,4,4/25/17,3,2,1,2,0,2,6,7,,5,1,2,3,3,1,1,0,1,1,53033008100,530330081001,11603,Seattle Downtown,519,,,,,2,4,4,4,3,3,4,3,3,4,5,1,,0,0,0,1,0,0,0,13:16.4,34:30.9,21,7,1,1,1,1,1,1,1,76,4,24.13519675,6.033799188
17114224,2,53,King,1,0,1,0,53033005200,530330052005,11602,24,36,280,2,4/13/17,5,1,1,1,0,1,3,5,,3,1,2,2,4,1,1,0,3,2,,,,,,0,Oklahoma City,,36,2,4,4,3,3,3,3,3,4,3,4,2,1,0,0,0,,,0,0,29:17.7,37:18.0,8,1,1,,,,,,,5,1,25.46157811,25.46157811
17114267,2,2,King,1,0,0,1,53033030305,530330303052,11612,1,0,1109,5,5/4/17,5,2,1,1,1,1,2,5,,3,2,1,4,2,1,2,0,1,1,53033030100,530330301007,11612,,1085,,,,,4,1,5,5,5,5,4,3,4,1,5,,1,0,0,0,1,0,0,0,53:08.1,01:03.1,8,1,1,,,,,,,13,1,546.9,546.9
17114315,2,31,King,1,1,0,0,53033022605,530330226053,11607,1,0,1672,5,5/4/17,5,4,1,4,0,0,6,1,,1,2,2,2,4,3,10,0,4,1,53033022802,530330228021,11607,,1658,,,,,2,4,4,5,2,3,1,4,2,1,1,,1,0,0,0,1,0,0,0,26:30.5,42:24.8,16,1,1,,,,,,,4,1,155.0820418,155.0820418
17114332,2,51,King,1,0,1,0,53033008002,530330080021,11603,20,7,481,8,5/23/17,3,2,1,2,0,2,6,6,,4,2,2,3,4,1,0,,4,1,53033008100,530330081002,11603,Seattle Downtown,531,,,,,2,4,3,1,1,1,2,1,3,1,1,2,1,1,0,0,,,0,0,46:22.9,59:37.1,13,1,1,,,,,,,0,1,23.56706909,23.56706909
17114407,2,51,King,1,0,1,0,53033007401,530330074014,11603,21,9,428,3,4/20/17,5,1,1,1,0,1,4,6,,4,2,2,5,4,1,0,,3,,,,,,,,,,,,,4,3,4,1,1,1,2,4,4,,3,0,0,0,,,0,0,10:12.7,15:48.3,5,1,1,,,,,,,2,1,23.56781238,23.56781238
17114410,1,51,King,1,0,1,0,53033004700,530330047004,11601,1,5,244,4,4/25/17,3,2,1,2,0,2,6,8,,5,2,2,1,4,1,1,130,1,2,,,,,,0,ithaca,,32,2,3,5,4,3,2,2,5,4,3,4,1,,0,0,0,1,0,0,0,02:16.9,16:37.4,14,5,0,0,1,1,1,1,1,43,2,23.95151237,11.97575619
17114422,2,11,Pierce,1,0,0,1,53033028500,530330285003,11611,1,0,990,4,4/26/17,4,2,2,2,0,2,6,9,,5,2,1,1,1,1,3,0,3,1,53053061700,530530617001,11501,Tacoma Downtown,2917,,,,,1,2,3,5,5,5,5,4,4,5,2,2,1,0,0,0,1,0,0,0,39:56.6,57:14.2,18,1,1,,,,,,,3,1,268.0534648,268.0534648
17114426,2,52,King,1,0,1,0,53033005802,530330058023,11603,1,6,391,3,4/19/17,4,2,1,2,0,1,7,8,,5,1,1,6,4,1,0,,1,,,,,,,,,,,,,5,5,3,3,4,4,3,5,5,2,1,0,0,0,1,0,0,0,16:43.6,33:59.2,917,1,1,,,,,,,4,1,22.82271471,22.82271471
17114460,2,13,King,1,0,0,1,53033032103,530330321031,11609,1,0,1440,9,6/1/17,5,2,2,2,0,2,7,5,,3,2,1,6,2,1,6,0,1,,,,,,,,,,,,,2,5,5,1,4,5,5,3,5,,4,0,0,0,1,0,0,0,42:19.7,56:22.6,14,1,1,,,,,,,6,1,215.012138,215.012138
17114461,2,51,King,1,0,1,0,53033007900,530330079005,11604,21,22,556,8,5/23/17,3,1,1,1,0,0,5,1,,1,2,2,4,4,1,1,0,1,1,53033008100,530330081001,11603,Seattle Downtown,527,,,,,2,4,1,5,5,1,1,1,5,5,5,,4,0,1,0,,,0,0,31:18.9,43:12.1,12,1,1,,,,,,,8,1,552.7042487,552.7042487
17114462,1,11,Snohomish,4,0,0,1,53061051803,530610518032,11702,1,0,2488,3,4/18/17,3,2,2,1,1,1,2,3,,2,2,2,4,4,1,10,0,3,1,,,,,,,,,,2,4,4,4,3,2,2,5,2,1,4,1,,0,0,1,1,0,0,0,22:55.6,34:13.7,12,4,0,1,1,0,0,1,1,59,4,267.425,66.85625
17114479,2,43,King,1,1,0,0,53033032309,530330323092,11607,16,0,1652,8,5/24/17,4,2,1,2,0,1,6,7,,5,2,2,1,4,1,10,0,1,1,53033032325,530330323253,11607,Redmond Downtown,1652,,,,,2,4,3,4,1,5,1,1,1,5,5,2,1,1,0,0,1,0,0,0,47:54.8,10:41.4,23,1,1,,,,,,,6,1,4.275,4.275
17114492,2,58,King,1,0,1,0,53033009100,530330091002,11603,20,10,628,8,5/23/17,3,1,1,1,0,1,4,6,,4,1,2,1,4,1,0,,3,1,53033009100,530330091002,11603,Seattle Downtown,628,,,,,2,4,5,5,5,1,4,3,1,5,4,2,1,0,0,0,1,0,0,0,38:48.7,48:00.4,10,1,1,,,,,,,4,1,6.875002321,6.875002321
17114497,1,53,King,1,0,1,0,53033005301,530330053012,11602,24,36,282,9,5/30/17,3,1,0,1,0,1,3,4,,2,1,2,3,4,1,0,,3,1,53033004400,530330044002,11602,,219,,,,,2,4,5,4,4,1,1,1,1,5,5,1,,0,0,0,1,0,0,0,02:37.8,10:27.6,8,7,1,1,1,1,1,1,1,32,4,25.00698526,6.251746315
17114506,2,55,King,1,0,1,0,53033000401,530330004013,11601,1,8,4,2,4/13/17,5,1,1,1,0,1,3,11,6,6,2,1,1,4,1,1,0,1,1,53033000401,530330004012,11601,,2,,,,,2,2,5,5,5,3,5,2,4,4,4,,1,0,0,0,,,0,0,05:36.5,15:53.1,10,1,1,,,,,,,2,1,13.47061454,13.47061454
17114508,1,3,King,1,0,0,1,53033022400,530330224001,11607,1,0,1695,9,5/30/17,3,4,2,2,2,2,2,7,,5,2,2,2,1,1,2,0,1,1,53033022400,530330224001,11607,,1695,,,,,2,1,2,4,1,4,2,5,2,2,4,1,,0,0,0,1,0,0,0,44:27.8,56:38.2,12,7,1,1,1,1,1,1,1,176,4,510.4922242,127.623056
17114513,2,3,Snohomish,4,0,0,1,53061051925,530610519251,11704,1,0,2563,3,4/18/17,3,2,2,2,0,2,7,8,,5,2,1,5,1,1,4,0,1,,,,,,,,,,,,,5,4,1,1,2,1,2,2,3,,3,0,0,0,,,0,0,13:12.4,24:02.6,11,1,1,,,,,,,11,1,574.565765,574.565765
17114518,1,11,King,1,0,0,1,53033028403,530330284031,11611,19,0,1011,4,4/25/17,3,1,1,1,0,1,3,4,,2,2,2,1,4,1,1,0,3,2,,,,,,0,North Miami Beach,,9,1,1,4,5,5,3,4,3,5,5,4,1,,0,0,0,1,1,0,0,07:43.0,24:27.2,17,7,1,1,1,1,1,1,1,22,4,270.0791767,67.51979417
17114543,1,56,King,1,0,1,0,53033009900,530330099004,11605,1,40,700,5,5/2/17,3,1,1,1,0,1,4,7,,5,1,1,5,2,1,1,0,1,,,,,,,,,,,,,3,5,3,5,3,3,3,4,3,1,,0,0,0,1,0,0,1,58:55.2,26:25.9,28,6,1,1,1,1,0,1,1,37,4,8.835976399,2.208994099
17114544,1,52,King,1,0,1,0,53033001300,530330013002,11601,1,4,77,4,4/25/17,3,3,3,2,1,2,2,9,,5,2,1,6,1,1,4,0,1,,,,,,,,,,,,,4,4,5,4,4,1,5,1,1,1,,0,0,0,1,0,0,0,21:24.7,03:32.9,42,4,1,1,1,0,0,0,1,77,4,498.6,124.65
17114556,1,50,King,1,0,1,0,53033007100,530330071002,11603,25,38,442,7,5/16/17,3,1,0,1,0,1,5,4,,2,1,1,7,4,1,1,0,2,,,,,,,,,,,,,4,5,4,3,4,3,4,5,5,1,,0,0,1,1,0,0,0,45:44.4,03:42.7,18,2,0,1,0,0,0,0,1,22,2,75.4633294,37.7316647
17114568,2,23,King,1,1,0,0,53033022902,530330229025,11607,1,0,1575,3,4/18/17,3,2,2,2,0,2,7,10,,5,2,1,3,1,1,4,0,1,2,,,,,,0,davis ,,5,2,4,3,1,1,1,1,5,5,5,5,,1,0,0,0,1,0,0,0,26:38.2,34:52.0,8,1,1,,,,,,,6,1,83.65779351,83.65779351
17114572,1,57,King,1,0,1,0,53033002600,530330026003,11602,1,32,182,8,5/23/17,3,2,2,2,0,2,6,5,,3,1,2,1,4,1,1,0,3,1,53033005301,530330053014,11602,Seattle University Community,304,,,,,2,4,3,5,5,5,1,1,2,5,5,1,,0,0,0,1,1,0,0,16:25.3,33:34.3,17,2,1,1,0,0,0,0,0,18,2,6.984442262,3.492221131
17114610,2,2,Kitsap,2,0,0,1,53035090101,530350901013,11801,1,0,3472,4,4/26/17,4,3,1,3,0,2,7,5,,3,2,5,5,1,1,4,0,3,,,,,,,,,,,,,4,5,5,1,3,5,4,4,4,,2,0,0,1,1,0,0,1,48:05.6,14:05.4,26,1,1,,,,,,,21,1,549.8045714,549.8045714
17114626,2,55,King,1,0,1,0,53033011402,530330114022,11605,1,41,830,8,5/23/17,3,2,1,2,0,2,7,2,,1,2,2,4,4,1,6,0,1,1,53033011002,530330110021,11605,,777,,,,,2,2,2,5,3,3,2,3,4,5,5,,3,0,0,0,,,0,0,01:25.9,18:37.7,17,1,1,,,,,,,7,1,14.44204407,14.44204407
17114630,1,53,King,1,0,1,0,53033005301,530330053013,11602,24,36,304,6,5/9/17,3,1,0,1,0,1,4,3,,2,2,2,7,4,1,0,,1,,,,,,,,,,,,,2,2,2,3,4,3,3,1,1,1,,0,0,0,1,0,0,0,45:18.3,57:43.3,12,5,1,1,1,1,1,0,0,10,3,24.525,8.175
17114640,2,56,King,1,0,1,0,53033007300,530330073002,11603,20,14,431,7,5/18/17,5,2,1,2,0,0,8,9,,5,2,1,2,4,1,1,120,3,2,,,,,,0,State College,,38,1,1,1,5,5,1,2,1,2,5,5,2,1,0,0,0,1,0,0,0,57:33.0,10:02.2,13,1,1,,,,,,,8,1,10.24127161,10.24127161
17114648,1,11,King,1,0,0,1,53033027701,530330277011,11612,1,0,2084,4,4/25/17,3,2,1,2,0,2,7,4,,2,2,1,5,4,1,10,0,1,,,,,,,,,,,,,5,5,2,3,4,4,4,5,5,1,,0,0,0,1,0,0,0,23:26.4,53:21.1,30,4,0,0,1,1,1,1,0,83,1,6110.16531,6110.16531
17114659,1,12,Pierce,3,0,0,1,53053071901,530530719013,11503,12,0,3053,2,4/11/17,3,1,1,1,0,1,5,2,,1,2,2,1,4,1,10,0,3,1,53053072312,530530723122,11503,,2989,,,,,2,4,1,5,5,1,3,1,3,4,3,1,,0,0,0,1,0,0,0,05:22.6,47:51.1,42,5,0,1,1,0,1,1,1,38,3,3770.486539,1256.828847
17114662,2,22,King,1,1,0,0,53033032325,530330323252,11607,1,0,1680,5,5/3/17,4,2,2,2,0,2,6,10,,5,1,1,1,1,1,3,0,1,1,53033023604,530330236041,11608,,1528,,,,,2,3,5,5,1,3,1,4,5,2,2,,1,0,0,0,1,0,0,0,09:17.9,19:00.0,10,1,1,,,,,,,5,1,16.1,16.1
17114671,2,51,King,1,0,1,0,53033007500,530330075001,11604,21,9,425,2,4/11/17,3,1,0,1,0,0,4,2,,1,2,2,4,4,1,10,0,3,1,53033007600,530330076003,11604,,424,,,,,2,1,3,1,1,3,3,3,3,1,1,,1,0,0,0,1,0,0,0,41:28.6,52:08.9,11,1,1,,,,,,,4,1,27.46247518,27.46247518
17114700,2,3,Snohomish,4,0,0,1,53061050401,530610504014,11701,1,0,2585,5,5/3/17,4,2,2,2,0,2,7,11,5,5,2,1,7,1,1,2,0,1,,,,,,,,,,,,,3,4,3,3,3,5,3,3,4,2,1,0,0,0,1,0,0,0,38:10.3,49:46.5,11,1,1,,,,,,,5,1,492.9513649,492.9513649
17114712,2,51,King,1,0,1,0,53033006600,530330066002,11603,23,0,383,8,5/25/17,5,1,1,1,0,0,4,2,,1,2,1,2,7,1,0,,3,1,53033006600,530330066002,11603,,383,,,,,1,7,3,4,4,3,4,3,4,4,4,2,4,0,0,0,1,0,0,0,07:36.3,22:36.0,15,1,1,,,,,,,5,1,77.1970982,77.1970982
17114724,2,52,King,1,0,1,0,53033008700,530330087002,11604,1,2,598,4,4/25/17,3,2,1,1,1,1,2,7,,5,2,1,6,1,1,3,0,2,,,,,,,,,,,,,4,4,4,2,2,4,5,4,4,,1,0,0,1,1,0,0,0,11:00.4,31:41.3,20,1,1,,,,,,,7,1,22.18337277,22.18337277
17114734,2,59,King,1,0,1,0,53033000700,530330007001,11602,1,21,23,5,5/2/17,3,1,1,1,0,1,4,4,,2,2,2,2,4,1,10,0,1,1,53033027000,530330270003,11611,,886,,,,,2,1,5,1,3,3,2,1,2,4,4,2,1,0,0,0,1,0,0,0,30:27.0,42:23.7,2232,1,1,,,,,,,0,1,4.254106179,4.254106179
17114748,2,54,King,1,0,1,0,53033001800,530330018002,11601,1,20,93,3,4/18/17,3,1,1,1,0,1,3,7,,5,1,1,2,2,1,0,,3,1,53033032309,530330323092,11607,Redmond Downtown,1674,,,,,2,4,5,5,1,1,2,5,1,4,4,,1,0,0,1,1,0,0,0,27:27.7,45:21.1,18,1,1,,,,,,,5,1,15.36021063,15.36021063
17114786,2,53,King,1,0,1,0,53033004400,530330044002,11602,24,36,218,1,4/6/17,5,1,1,1,0,1,4,6,,4,2,1,4,4,1,0,,2,1,53033005400,530330054003,11601,,314,,,,,2,1,5,5,4,3,3,1,3,5,4,2,2,0,0,0,1,0,0,0,23:53.4,36:52.9,13,1,1,,,,,,,2,1,24.57140629,24.57140629
17114787,2,51,King,1,0,1,0,53033009500,530330095001,11604,1,0,662,8,5/25/17,5,2,2,2,0,0,7,11,6,6,1,1,6,1,1,2,0,1,,,,,,,,,,,,,3,5,4,3,4,4,4,5,5,,1,1,0,0,1,0,0,0,57:30.7,09:02.7,12,1,1,,,,,,,3,1,24.79939259,24.79939259
17114823,2,54,King,1,0,1,0,53033010600,530330106003,11605,1,23,747,6,5/11/17,5,1,0,1,0,0,5,1,,1,2,2,6,4,1,10,0,1,,,,,,,,,,,,,3,5,3,4,3,1,3,5,4,,4,0,1,0,,,0,0,13:06.9,24:21.4,11,1,1,,,,,,,2,1,16.69245068,16.69245068
17114829,2,13,King,1,0,0,1,53033006700,530330067003,11603,1,0,385,5,5/2/17,3,5,2,2,3,1,1,5,,3,2,2,4,2,1,2,0,1,1,53033007000,530330070006,11603,,397,,,,,2,2,2,5,3,3,1,5,3,4,5,,1,0,0,0,1,0,0,0,41:57.0,01:51.5,20,1,1,,,,,,,12,1,1244.049307,1244.049307
17114840,2,50,King,1,0,1,0,53033009200,530330092001,11603,20,10,614,8,5/25/17,5,1,0,1,0,0,5,1,,1,2,2,6,4,1,0,,2,,,,,,,,,,,,,1,5,3,1,2,3,5,5,4,,3,0,1,0,,,0,0,40:25.7,48:05.8,13088,1,1,,,,,,,2,1,47.5011344,47.5011344
17114843,2,1,King,1,0,0,1,53033020500,530330205002,11606,1,0,1858,4,4/27/17,5,2,2,2,0,1,7,6,,4,2,1,7,1,1,4,0,1,,,,,,,,,,,,,5,4,4,3,3,5,4,3,4,,2,0,0,0,1,0,0,0,39:28.4,53:45.8,14,1,1,,,,,,,6,1,475.275,475.275
