hhid,personid,pernum,sample_segment,hhgroup,traveldate,relationship,proxy_parent,proxy,age,gender,employment,jobs_count,worker,student,schooltype,education,license,vehicleused,smartphone_type,smartphone_age,smartphone_qualified,race_afam,race_aiak,race_asian,race_hapi,race_hisp,race_white,race_other,race_noanswer,workplace,hours_work,commute_freq,commute_mode,commute_dur,telecommute_freq,wpktyp,workpass,workpass_cost,workpass_cost_dk,work_county,work_tract,work_bg,work_puma10,work_rgcname,work_taz2010,prev_work_wa,prev_work_county,prev_work_notwa_city,prev_work_notwa_zip,prev_work_tract,prev_work_bg,prev_work_puma10,prev_work_rgcname,prev_work_taz2010,prev_work_notwa_state,prev_work_notwa_notus,school_freq,school_loc_county,school_tract,school_bg,school_puma10,school_rgcname,school_taz2010,completed_pref_survey,mode_freq_1,mode_freq_2,mode_freq_3,mode_freq_4,mode_freq_5,tran_pass_1,tran_pass_2,tran_pass_3,tran_pass_4,tran_pass_5,tran_pass_6,tran_pass_7,tran_pass_8,tran_pass_9,tran_pass_10,tran_pass_11,tran_pass_12,benefits_1,benefits_2,benefits_3,benefits_4,av_interest_1,av_interest_2,av_interest_3,av_interest_4,av_interest_5,av_interest_6,av_interest_7,av_concern_1,av_concern_2,av_concern_3,av_concern_4,av_concern_5,wbt_transitmore_1,wbt_transitmore_2,wbt_transitmore_3,wbt_bikemore_1,wbt_bikemore_2,wbt_bikemore_3,wbt_bikemore_4,wbt_bikemore_5,rmove_incentive,call_center,mobile_device,num_trips,nwkdays,hh_wt_final,hh_day_wt_final
17114748,1711474801,1,54,2,4/18/17,0,,1,6,1,1,1,1,1,,7,1,1,1,2,1,0,0,0,0,0,0,1,0,1,2,2,1,3,10,2,3,80,0,King County,53033008500,530330085002,11603,Seattle First Hill/Capitol Hill,580,1,King County,,,53033022803,530330228033,11607,Redmond-Overlake,1615,,,,,,,,,,1,7,6,6,7,6,,,,,,,,,,,,,2,4,1,4,2,2,5,3,5,2,1,2,3,1,1,1,3,3,3,3,2,2,4,2,,0,0,5,1,21.86749786,21.86749786
17114786,1711478601,1,53,2,4/6/17,0,,1,9,2,1,1,1,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,1,3,3,8,6,8,,,,,King County,53033005302,530330053023,11602,Seattle University Community,302,,,,,,,,,,,,,,,,,,,1,3,6,4,7,7,2,3,1,3,3,3,3,3,3,3,3,,1,3,2,2,5,4,5,5,5,5,5,1,1,2,1,1,3,2,3,2,2,2,2,3,,0,0,2,1,24.98036052,24.98036052
17114787,1711478701,1,51,2,5/25/17,0,,1,8,2,6,,0,1,,6,1,1,2,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,1,7,5,2,3,1,3,3,3,3,3,3,3,3,,,,,,6,6,,,6,6,6,1,1,1,1,1,3,3,3,6,6,6,6,6,,0,1,3,1,24.79640455,24.79640455
17114787,1711478702,2,51,2,5/25/17,1,,2,10,1,6,,0,2,97,7,1,2,2,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,King County,53033005302,530330053023,11602,Seattle University Community,302,1,3,7,3,7,5,2,3,3,3,1,3,3,3,3,3,3,3,,,,,6,6,,,6,6,6,1,1,1,1,1,3,3,3,6,6,6,6,6,,0,1,0,1,24.79640455,24.79640455
17114823,1711482301,1,54,2,5/11/17,0,,1,10,2,6,,0,1,,3,1,,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,4,7,7,2,2,1,3,1,3,3,3,3,3,3,,,,,,1,4,,,5,5,1,5,5,2,4,6,5,3,2,6,6,6,6,6,,1,0,2,1,229.6474426,229.6474426
17114829,1711482901,1,13,2,5/2/17,0,,1,6,2,7,,0,1,,4,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,7,6,,,,,,,,,,,,,,,,,2,3,,,2,6,2,3,3,3,1,1,4,4,4,6,4,6,6,6,,0,0,2,1,1235.794328,1235.794328
17114829,1711482902,2,13,2,5/2/17,1,,3,6,1,1,2,1,1,,6,1,2,1,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,9,1,5,,,King County,53033021802,530330218022,11606,,1796,1,Snohomish County,,,53061051000,530610510001,11701,,2625,,,,,,,,,,1,6,6,3,7,6,,,,,,,,,,,,,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,1235.794328,1235.794328
17114829,1711482903,3,13,2,5/2/17,2,,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033006700,530330067004,11603,,385,1,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,1235.794328,1235.794328
17114829,1711482904,4,13,2,5/2/17,2,,3,2,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033006700,530330067004,11603,,385,1,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,1235.794328,1235.794328
17114829,1711482905,5,13,2,5/2/17,2,,3,1,1,,,0,,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1235.794328,1235.794328
17114840,1711484001,1,50,2,5/25/17,0,,1,10,1,6,,0,1,,2,1,,6,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,7,7,7,2,2,1,2,1,3,3,3,3,3,1,,,,,,5,5,,,5,5,5,5,5,5,5,5,,,,-9999,-9999,-9999,-9999,-9999,,1,0,2,1,713.6982053,713.6982053
17114843,1711484301,1,1,2,4/27/17,0,,2,9,1,1,1,1,1,,7,1,1,1,2,1,0,0,1,0,0,0,0,0,1,2,2,1,7,9,1,5,,,Snohomish County,53061051922,530610519222,11704,,2566,,,,,,,,,,,,,,,,,,,1,5,6,4,7,7,2,1,2,3,3,3,3,3,3,3,3,,1,1,1,1,1,2,1,5,2,5,1,1,1,1,1,1,5,5,5,2,2,2,2,2,,0,0,4,1,481.1022456,481.1022456
17114843,1711484302,2,1,2,4/27/17,1,,1,9,2,6,,0,1,,6,1,2,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,3,7,7,2,2,1,3,3,3,3,3,3,3,3,,,,,,1,2,,,4,4,1,2,2,2,1,2,3,3,3,3,3,4,4,3,,0,0,2,1,481.1022456,481.1022456
17114861,1711486101,1,56,1,5/2/17,0,0,1,6,1,1,1,1,1,,3,3,,2,2,1,0,0,1,0,0,1,0,0,1,3,2,12,1,9,,,,,King County,53033009300,530330093003,11605,,657,1,King County,,,53033005900,530330059001,11603,,336,,,,,,,,,,1,1,7,1,5,6,2,3,1,3,3,3,3,3,3,3,3,,1,1,1,1,2,2,2,2,2,1,3,3,4,2,2,2,,,,-9999,-9999,-9999,-9999,-9999,1,0,1,38,4,8.467159554,2.116789889
17114861,1711486102,2,56,1,5/2/17,1,0,1,6,2,3,1,1,1,,7,1,,2,2,1,0,0,0,0,0,1,0,0,1,3,2,7,1,9,,,,,King County,53033007200,530330072001,11603,Seattle Downtown,471,1,King County,,,53033008100,530330081001,11603,Seattle Downtown,510,,,,,,,,,,1,1,7,1,7,5,2,3,1,3,3,1,3,3,3,3,3,,,,,,4,3,4,3,4,3,2,2,3,4,2,2,,,,-9999,-9999,-9999,-9999,-9999,2,0,1,23,4,8.467159554,2.116789889
17114882,1711488201,1,59,2,4/18/17,0,,1,7,2,1,2,1,1,,7,1,1,1,2,1,0,1,0,0,0,1,0,0,1,2,3,1,1,6,1,5,,,King County,53033022003,530330220035,11607,,1732,1,Snohomish County,,,53061051500,530610515003,11701,,2587,,,,,,,,,,1,6,3,3,7,7,,,,,,,,,,,,,3,3,2,2,2,2,2,4,5,4,2,1,1,1,1,1,1,1,1,1,2,1,2,2,,0,0,2,1,4.329136211,4.329136211
17114882,1711488202,2,59,2,4/18/17,1,,3,6,1,1,3,1,1,,6,1,2,1,2,1,0,1,0,0,0,1,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,3,7,7,,,,,,,,,,,,,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,4.329136211,4.329136211
17114925,1711492501,1,56,2,4/20/17,0,,1,7,1,5,,0,1,,6,1,1,2,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,3,7,7,,,,,,,,,,,,,,,,,3,3,,,3,3,3,1,1,2,1,1,2,2,2,4,4,5,5,5,,0,0,8,1,9.22371839,9.22371839
17114925,1711492502,2,56,2,4/20/17,1,,2,7,2,1,1,1,1,,7,1,2,2,1,0,0,0,0,0,0,1,0,0,1,2,2,8,2,6,,,,,King County,53033007200,530330072001,11603,Seattle Uptown,436,2,,Durham,,,,,,,33,0,,,,,,,,1,3,7,3,7,7,2,2,1,2,2,2,2,2,2,2,2,,4,4,3,2,5,5,5,5,5,5,5,1,1,2,1,1,1,1,1,4,4,5,5,5,,0,0,2,1,9.22371839,9.22371839
17114925,1711492503,3,56,2,4/20/17,2,,3,1,1,,,0,,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,9.22371839,9.22371839
17114941,1711494101,1,23,2,5/18/17,0,,1,7,1,1,1,1,1,,7,1,1,1,2,1,1,0,0,0,0,0,0,0,1,2,4,1,2,4,1,5,,,King County,53033002200,530330022003,11602,,104,2,,,,,,,,,,1,,,,,,,,1,7,5,4,7,5,,,,,,,,,,,,,3,1,1,1,5,5,5,5,5,5,5,2,1,2,1,1,5,5,5,5,3,5,5,5,,0,0,8,1,24.48807551,24.48807551
17114941,1711494102,2,23,2,5/18/17,1,,2,7,2,1,1,1,1,,7,1,2,2,2,1,0,0,1,0,0,0,0,0,1,2,2,1,2,2,1,5,,,King County,53033023401,530330234013,11608,,1514,2,,,,,,,,,,1,,,,,,,,1,5,6,5,6,5,2,2,1,3,3,3,3,3,3,3,3,,1,1,1,1,5,5,5,5,5,5,5,1,1,2,1,1,5,5,5,5,5,5,5,5,,0,0,1,1,24.48807551,24.48807551
17114941,1711494103,3,23,2,5/18/17,2,,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,King County,53033032323,530330323232,11607,,1707,1,7,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,24.48807551,24.48807551
17114941,1711494104,4,23,2,5/18/17,2,,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,King County,53033032325,530330323252,11607,,1681,1,7,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,1,24.48807551,24.48807551
17114950,1711495001,1,33,2,4/12/17,0,,1,7,1,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,1,2,1,6,7,2,5,,,King County,53033022803,530330228033,11607,Redmond-Overlake,1615,,,,,,,,,,,,,,,,,,,1,6,7,6,7,7,,,,,,,,,,,,,3,1,3,2,1,2,2,2,1,2,1,1,2,5,1,1,6,5,4,5,5,5,5,5,,0,0,3,1,12.84165687,12.84165687
17114950,1711495002,2,33,2,4/12/17,1,,3,6,1,1,1,1,1,,6,1,2,2,2,1,1,0,0,0,0,0,0,0,1,3,3,8,2,6,,,,,King County,53033023804,530330238042,11608,Bellevue,1548,3,,,,,,,,,,,,,,,,,,1,3,7,6,7,6,2,3,1,3,3,3,3,3,3,1,3,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,12.84165687,12.84165687
17114955,1711495501,1,51,2,4/11/17,0,,1,6,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,2,7,4,1,3,3,3,3,3,3,3,3,3,3,,3,1,4,1,4,4,,,4,4,4,2,2,2,2,2,4,4,4,6,1,1,6,1,,0,0,4,1,23.225,23.225
17114981,1711498101,1,2,2,5/24/17,0,,1,8,1,2,2,1,1,,6,1,3,6,,0,0,0,0,0,0,1,0,0,1,6,6,8,5,9,,,,,Pierce County,53053061602,530530616021,11501,Tacoma Downtown,2880,,,,,,,,,,,,,,,,,,,1,4,5,1,7,6,2,2,1,3,2,3,3,3,3,3,3,,3,1,1,1,1,5,1,5,1,2,1,5,5,5,5,5,3,3,3,4,4,4,4,4,,0,0,5,1,546.9,546.9
17114981,1711498102,2,2,2,5/24/17,1,,2,8,2,6,,0,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,7,6,2,2,1,3,2,3,3,3,3,3,3,,,,,,3,5,,,3,3,1,2,5,2,2,2,4,4,4,4,4,4,4,4,,0,0,7,1,546.9,546.9
17114983,1711498301,1,58,2,4/6/17,0,,1,6,1,7,,0,1,,2,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,5,3,2,2,1,3,3,3,3,3,3,3,3,,,,,,1,1,,,1,1,1,3,3,4,3,4,6,6,6,5,5,5,5,5,,0,1,3,1,11.12779215,11.12779215
17115016,1711501601,1,11,1,4/25/17,0,0,3,8,1,1,1,1,1,,6,1,2,1,2,1,0,0,0,0,0,1,0,0,1,2,2,1,6,9,1,5,,,King County,53033032704,530330327044,11616,,1990,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,37,4,267.425,66.85625
17115059,1711505901,1,2,2,5/24/17,0,,1,8,2,3,2,1,1,,3,1,1,2,1,0,1,0,0,0,0,0,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,6,7,6,2,2,1,2,2,2,2,3,3,3,3,,,,,,6,6,,,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,0,0,5,1,546.9,546.9
17115067,1711506701,1,23,2,4/27/17,0,,1,6,1,1,1,1,1,,7,1,1,2,2,1,0,0,1,0,0,0,0,0,1,2,2,1,3,8,2,5,,,King County,53033022803,530330228033,11607,,1613,1,King County,,,53033022803,530330228033,11607,Redmond-Overlake,1615,,,,,,,,,,1,7,5,5,7,6,,,,,,,,,,,,,3,1,2,3,2,2,1,2,1,2,1,1,2,1,1,1,5,5,5,4,4,4,4,4,,0,0,2,1,24.48807551,24.48807551
17115067,1711506702,2,23,2,4/27/17,1,,1,6,2,1,1,1,1,,6,1,2,2,2,1,0,0,1,0,0,0,0,0,1,3,2,1,4,7,2,5,,,King County,53033032309,530330323091,11607,Redmond Downtown,1653,1,King County,,,53033022803,530330228033,11607,,1613,,,,,,,,,,1,7,7,5,7,6,,,,,,,,,,,,,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,,0,0,2,1,24.48807551,24.48807551
17115067,1711506703,3,23,2,4/27/17,3,,1,9,2,6,,0,1,,5,1,3,2,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,4,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,,0,0,0,1,24.48807551,24.48807551
17115067,1711506704,4,23,2,4/27/17,2,,3,1,2,,,0,,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,24.48807551,24.48807551
17115088,1711508801,1,50,2,5/16/17,0,,1,8,1,1,1,1,1,,5,3,,6,,0,0,0,0,0,0,1,0,0,1,3,2,12,5,10,,,,,King County,53033009500,530330095004,11604,,660,,,,,,,,,,,,,,,,,,,1,2,7,5,7,7,2,2,1,3,3,3,3,3,3,3,3,,1,1,3,1,5,5,5,5,5,5,5,6,6,6,6,6,,,,-9999,-9999,-9999,-9999,-9999,,0,0,4,1,341.4951645,341.4951645
17115092,1711509201,1,11,1,5/16/17,0,1,2,7,1,1,1,1,1,,7,1,2,2,2,1,0,0,0,0,0,1,0,0,1,2,4,8,4,5,,,,,King County,53033009300,530330093002,11605,Seattle Downtown,632,2,,Apex,,,,,,,33,0,,,,,,,,1,3,6,3,7,7,2,2,2,3,3,3,3,3,3,1,2,,1,1,3,1,3,1,1,4,1,4,1,1,3,4,1,2,2,2,2,2,2,2,4,2,1,0,0,27,3,269.996367,89.998789
17115092,1711509202,2,11,1,5/16/17,1,0,1,7,2,5,,0,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,5,7,6,,,,,,,,,,,,,,,,,3,1,,,2,4,1,1,3,3,1,1,2,1,1,2,3,4,5,2,1,0,0,81,3,269.996367,89.998789
17115092,1711509203,3,11,1,5/16/17,2,0,3,2,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Snohomish County,53061051200,530610512002,11701,,2619,1,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,32,3,269.996367,89.998789
17115092,1711509204,4,11,1,5/16/17,2,0,3,2,2,,,0,,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Snohomish County,53061051200,530610512004,11701,,2620,1,7,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,38,3,269.996367,89.998789
17115104,1711510401,1,52,2,4/18/17,0,,1,7,1,1,1,1,1,,7,1,1,2,1,0,0,0,0,0,0,1,0,0,1,2,2,8,4,7,,,,,King County,53033022803,530330228031,11607,,1628,2,,Cupertino,,,,,,,5,0,,,,,,,,1,2,7,7,7,7,2,2,1,2,2,2,2,2,2,3,3,,2,4,3,2,2,5,2,3,1,4,1,1,3,1,1,1,,,,-9999,-9999,-9999,-9999,-9999,,0,0,3,1,20.775,20.775
17115104,1711510402,2,52,2,4/18/17,1,,3,7,2,1,1,1,1,,7,1,2,2,1,0,0,0,0,0,0,1,0,0,1,2,2,1,4,9,2,3,400,0,King County,53033008100,530330081002,11603,Seattle Downtown,511,2,,Irvine,,,,,,,5,0,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,20.775,20.775
17115104,1711510403,3,52,2,4/18/17,2,,3,1,2,,,0,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,20.775,20.775
17115104,1711510404,4,52,2,4/18/17,2,,3,1,2,,,0,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,20.775,20.775
17115126,1711512601,1,58,1,5/2/17,0,0,3,6,4,1,1,1,1,,1,3,,1,2,1,0,0,1,0,0,1,1,0,2,3,2,8,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,5,2,7.025470626,3.512735313
17115126,1711512602,2,58,1,5/2/17,1,0,3,5,2,2,1,1,1,,3,3,,1,2,1,0,0,0,0,1,1,0,0,1,4,2,8,1,10,,,,,King County,53033001702,530330017021,11601,,80,1,Snohomish County,,,53061052402,530610524023,11705,,2357,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,2,7.025470626,3.512735313
17115131,1711513101,1,43,1,5/16/17,0,0,2,6,1,1,1,1,1,,6,1,1,1,2,1,0,0,1,0,0,0,0,0,1,2,2,9,1,8,,,,,King County,53033007300,530330073001,11603,Seattle South Lake Union,430,1,King County,,,53033007300,530330073002,11603,Seattle Downtown,495,,,,,,,,,,1,3,5,3,7,7,2,3,1,3,3,3,3,3,3,1,3,,2,1,3,3,3,2,3,3,5,4,3,2,2,2,2,2,3,2,2,4,4,4,4,4,1,0,1,41,4,4.391903521,1.09797588
17115131,1711513102,2,43,1,5/16/17,1,0,1,6,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,9,2,7,,,,,King County,53033007300,530330073003,11603,Seattle South Lake Union,433,1,King County,,,53033007100,530330071001,11603,,444,,,,,,,,,,1,3,7,3,7,7,2,3,2,3,3,3,3,3,3,1,3,,3,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,4,2,2,3,3,4,4,3,1,0,1,43,4,4.391903521,1.09797588
17115180,1711518001,1,54,2,5/25/17,0,,2,7,1,1,2,1,1,,6,3,,1,1,0,0,0,0,0,0,0,0,1,1,4,1,7,6,8,,,,,King County,53033005000,530330050003,11601,,316,,,,,,,,,,,,,,,,,,,1,5,2,4,7,7,1,2,2,2,2,2,2,2,3,3,3,,1,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,,,,,,,0,0,5,1,14.45,14.45
17115180,1711518002,2,54,2,5/25/17,1,,1,8,2,3,3,1,1,,3,1,1,2,2,1,0,0,0,0,0,0,0,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,3,7,7,1,2,2,2,2,2,2,2,2,2,2,,,,,,5,5,,,5,5,5,1,1,1,1,1,6,3,3,5,5,5,5,5,,0,0,8,1,14.45,14.45
17115187,1711518701,1,43,2,4/6/17,0,,1,6,1,1,2,1,2,6,7,1,1,2,2,1,0,0,0,0,0,1,0,0,2,3,2,1,,9,1,5,,,,,,,,,,,,,,,,,,,,8,,,,,,,1,6,7,4,7,7,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,5,1,2,1,4,4,4,5,5,5,5,5,,0,1,2,1,4.389326236,4.389326236
17115207,1711520701,1,56,2,5/16/17,0,,1,12,2,6,,0,1,,6,1,,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,2,7,5,2,3,1,3,1,3,3,3,3,3,3,,,,,,5,5,,,5,5,5,3,1,1,1,1,5,4,5,5,5,5,5,5,,0,0,0,1,10.04373516,10.04373516
17115221,1711522101,1,50,2,4/11/17,0,,1,5,1,1,1,1,1,,6,1,13,2,2,1,0,0,0,0,0,1,0,0,1,3,3,7,1,6,,,,,King County,53033007300,530330073003,11603,Seattle Downtown,487,1,King County,,,53033007300,530330073003,11603,Seattle Downtown,488,,,,,,,,,,1,3,7,4,6,3,2,3,1,3,2,3,3,3,3,2,2,,3,2,3,2,1,2,4,1,4,1,2,3,2,3,4,2,3,2,2,3,2,2,4,4,,0,0,4,1,47.8904689,47.8904689
17115221,1711522102,2,50,2,4/11/17,6,,2,5,1,1,1,1,1,,6,1,13,2,2,1,0,0,0,0,0,1,0,0,1,3,3,7,1,6,,,,,King County,53033007300,530330073003,11603,Seattle South Lake Union,432,1,King County,,,53033007300,530330073002,11603,Seattle Downtown,495,,,,,,,,,,1,7,7,2,7,3,,,,,,,,,,,,,3,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,6,4,6,6,6,6,6,6,,0,0,2,1,47.8904689,47.8904689
17115231,1711523101,1,55,2,5/23/17,0,,1,9,2,1,1,1,1,,3,1,1,1,2,1,1,0,0,0,0,0,0,0,1,3,2,8,4,10,,,,,King County,53033008100,530330081002,11603,Seattle Downtown,529,1,King County,,,53033025302,530330253022,11610,,1353,,,,,,,,,,1,2,3,1,7,6,2,3,1,3,3,3,3,3,3,3,3,,2,2,3,2,5,5,5,2,5,5,5,2,1,2,3,2,,,,-9999,-9999,-9999,-9999,-9999,,0,0,8,1,310.1652483,310.1652483
17115231,1711523102,2,55,2,5/23/17,6,,2,9,1,3,1,1,1,,3,1,2,2,2,1,1,0,0,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,6,6,1,3,3,3,3,3,3,3,3,3,1,,,,,,4,4,,,4,4,2,2,2,2,2,2,6,2,2,5,3,3,3,3,,0,0,5,1,310.1652483,310.1652483
17115231,1711523103,3,55,2,5/23/17,2,,3,6,1,1,1,1,2,6,3,1,2,1,2,1,1,0,0,0,0,0,0,0,1,3,2,3,2,10,2,5,,,King County,53033026200,530330262004,11611,,954,1,King County,,,53033008100,530330081002,11603,Seattle Downtown,529,,,5,King County,53033006500,530330065002,11604,Seattle First Hill/Capitol Hill,407,1,3,6,2,7,6,1,3,1,3,3,3,3,3,3,3,1,3,3,2,1,3,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,310.1652483,310.1652483
17115247,1711524701,1,3,2,5/2/17,0,,1,10,1,6,,0,1,,3,1,1,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,7,7,,,,,,,,,,,,,,,,,3,3,,,5,5,2,3,3,3,3,3,6,6,6,6,6,6,6,6,,0,0,4,1,2041.208399,2041.208399
17115247,1711524702,2,3,2,5/2/17,1,,1,9,2,6,,0,1,,5,1,1,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,3,5,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,6,6,6,2,6,6,6,6,6,6,6,6,6,,0,0,6,1,2041.208399,2041.208399
17115249,1711524901,1,2,2,4/12/17,0,,1,9,2,2,1,1,1,,2,1,1,2,2,1,0,0,0,0,0,1,0,0,1,4,2,1,6,9,1,5,,,Snohomish County,53061053301,530610533011,11706,,2099,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,6,6,6,6,6,6,6,6,,0,1,2,1,12716.84947,12716.84947
17115249,1711524902,2,2,2,4/12/17,1,,3,9,1,1,1,1,1,,5,1,2,5,,0,0,0,1,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,7,7,7,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,12716.84947,12716.84947
17115300,1711530001,1,59,2,4/27/17,0,,1,6,2,2,3,1,3,6,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,3,2,8,1,9,,,,,King County,53033008100,530330081002,11603,Seattle Downtown,541,1,King County,,,53033004400,530330044004,11602,Seattle University Community,281,,,2,King County,53033005302,530330053023,11602,Seattle University Community,302,1,3,6,1,7,4,1,3,3,2,3,3,3,3,3,3,3,,4,4,4,4,3,4,3,3,5,3,3,2,1,1,1,2,2,1,1,3,3,3,3,4,,0,1,4,1,4.587839616,4.587839616
