hhid,personid,pernum,sample_segment,hhgroup,traveldate,relationship,proxy_parent,proxy,age,gender,employment,jobs_count,worker,student,schooltype,education,license,vehicleused,smartphone_type,smartphone_age,smartphone_qualified,race_afam,race_aiak,race_asian,race_hapi,race_hisp,race_white,race_other,race_noanswer,workplace,hours_work,commute_freq,commute_mode,commute_dur,telecommute_freq,wpktyp,workpass,workpass_cost,workpass_cost_dk,work_county,work_tract,work_bg,work_puma10,work_rgcname,work_taz2010,prev_work_wa,prev_work_county,prev_work_tract,prev_work_bg,prev_work_puma10,prev_work_rgcname,prev_work_taz2010,prev_work_notwa_city,prev_work_notwa_zip,prev_work_notwa_state,prev_work_notwa_notus,school_freq,school_loc_county,school_tract,school_bg,school_puma10,school_rgcname,school_taz2010,completed_pref_survey,mode_freq_1,mode_freq_2,mode_freq_3,mode_freq_4,mode_freq_5,tran_pass_1,tran_pass_2,tran_pass_3,tran_pass_4,tran_pass_5,tran_pass_6,tran_pass_7,tran_pass_8,tran_pass_9,tran_pass_10,tran_pass_11,tran_pass_12,benefits_1,benefits_2,benefits_3,benefits_4,av_interest_1,av_interest_2,av_interest_3,av_interest_4,av_interest_5,av_interest_6,av_interest_7,av_concern_1,av_concern_2,av_concern_3,av_concern_4,av_concern_5,wbt_transitmore_1,wbt_transitmore_2,wbt_transitmore_3,wbt_bikemore_1,wbt_bikemore_2,wbt_bikemore_3,wbt_bikemore_4,wbt_bikemore_5,rmove_incentive,call_center,mobile_device,num_trips,nwkdays,hh_wt_revised,hh_day_wt_revised
17112826,1711282601,1,58,2,4/11/17,0,,1,9,1,1,1,1,1,,6,1,,2,2,1,0,0,0,0,0,1,0,0,1,1,1,7,5,8,,,,,King County,53033008200,530330082001,11603,Seattle Downtown,514,,,,,,,,,,,,,,,,,,,1,5,6,1,6,5,2,2,1,3,3,3,3,3,3,3,1,,3,2,1,1,5,5,5,5,4,5,5,1,1,1,1,1,1,1,1,2,2,1,2,1,,0,0,4,1,17.60109019,17.60109019
17112827,1711282701,1,43,2,5/11/17,0,,2,6,1,1,1,1,1,,6,1,1,1,1,0,0,0,0,0,0,1,0,0,1,2,2,2,3,9,2,5,,,King County,53033022803,530330228033,11607,Redmond-Overlake,1615,3,,,,,,,,,,,,,,,,,,1,7,7,3,7,7,,,,,,,,,,,,,3,1,2,2,1,1,1,4,1,1,1,5,5,5,5,5,4,4,5,3,3,3,3,3,,0,1,4,1,4.275,4.275
17112827,1711282702,2,43,2,5/11/17,1,,1,6,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,3,2,2,3,9,1,5,,,King County,53033023603,530330236031,11608,,1565,2,,,,,,,College park ,,20,0,,,,,,,,1,7,7,3,7,7,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,2,2,3,2,2,1,3,5,4,3,3,3,3,3,3,,0,1,2,1,4.275,4.275
17112839,1711283901,1,23,2,5/24/17,0,,1,8,1,3,2,1,1,,7,1,1,6,,0,0,0,1,0,0,0,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,6,7,7,,,,,,,,,,,,,,,,,5,4,,,4,5,4,1,1,1,1,2,6,3,2,4,4,4,4,4,,0,0,2,1,23.875,23.875
17112839,1711283902,2,23,2,5/24/17,1,,3,8,2,1,1,1,1,,7,1,2,6,,0,0,0,1,0,0,0,0,0,1,3,3,1,1,9,1,5,,,King County,53033025804,530330258043,11610,,1332,1,King County,53033032313,530330323132,11607,,1649,,,,,,,,,,,,1,6,6,6,7,7,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,6,1,23.875,23.875
17112866,1711286601,1,31,1,5/2/17,0,0,1,6,1,1,1,1,1,,6,1,1,1,2,1,0,0,1,0,0,0,0,0,1,1,2,8,1,7,,,,,King County,53033007300,530330073003,11603,Seattle Downtown,488,1,King County,53033032309,530330323092,11607,Redmond Downtown,1655,,,,,,,,,,,,1,2,7,2,7,5,2,3,1,3,3,3,3,3,3,3,3,,1,1,3,2,2,2,1,3,1,2,1,3,3,2,2,2,,,,-9999,-9999,-9999,-9999,-9999,1,0,0,45,3,6.575,2.191666667
17112933,1711293301,1,2,2,5/16/17,0,,1,5,2,7,,0,1,,2,3,,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,1,7,3,,,,,,,,,,,,,,,,,5,5,,,5,5,5,5,5,5,5,5,2,2,2,6,6,6,6,6,,0,1,4,1,546.9,546.9
17112933,1711293302,2,2,2,5/16/17,1,,2,5,1,1,1,1,1,,1,1,,1,2,1,0,0,0,0,0,1,0,0,1,3,2,3,1,10,3,5,,,Pierce County,53053073404,530530734042,11506,,3285,1,Pierce County,53053073111,530530731111,11506,,3379,,,,,,,,,,,,1,7,7,3,7,7,,,,,,,,,,,,,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,6,6,6,6,6,6,6,6,,0,1,2,1,546.9,546.9
17112977,1711297701,1,58,2,4/5/17,0,,1,8,1,1,1,1,1,,3,1,,2,2,1,0,0,0,0,0,0,0,1,1,3,3,8,4,3,,,,,King County,53033024000,530330240001,11608,,1589,1,King County,53033023804,530330238041,11608,Bellevue,1544,,,,,,,,,,,,1,1,7,1,1,7,2,3,1,3,3,3,3,3,3,3,3,,1,1,3,1,3,3,2,2,2,3,3,2,2,2,2,2,,,,-9999,-9999,-9999,-9999,-9999,,0,1,2,1,40.3484292,40.3484292
17112995,1711299501,1,51,2,4/6/17,0,,1,6,1,3,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,2,3,2,12,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7,3,7,5,2,2,1,2,2,2,2,3,3,3,3,,,,,,2,2,2,5,2,2,2,3,2,3,2,2,,,,-9999,-9999,-9999,-9999,-9999,,0,0,6,1,34.72693648,34.72693648
17112995,1711299502,2,51,2,4/6/17,1,,3,6,2,3,2,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,3,6,5,1,2,2,2,2,2,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,34.72693648,34.72693648
17113006,1711300601,1,31,2,5/23/17,0,,1,6,1,1,1,1,1,,6,1,1,5,,0,0,0,0,0,0,0,0,1,1,3,2,1,1,2,9,5,,,King County,53033022605,530330226053,11607,,1672,2,,,,,,,,,,1,,,,,,,,1,6,7,4,7,7,,,,,,,,,,,,,2,2,3,2,5,3,3,3,5,2,2,3,3,3,3,3,6,6,6,6,6,6,6,6,,0,0,6,1,6.632671544,6.632671544
17113006,1711300602,2,31,2,5/23/17,1,,1,6,2,7,,0,1,,6,3,,2,2,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,3,7,6,,,,,,,,,,,,,,,,,5,5,,,5,5,5,3,3,3,3,3,4,4,4,6,6,6,6,6,,0,0,4,1,6.632671544,6.632671544
17113014,1711301401,1,55,2,6/1/17,0,,1,6,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,4,4,1,2,9,2,4,80,0,King County,53033028402,530330284024,11611,SeaTac,983,2,,,,,,,"New York, ",,32,0,,,,,,,,1,7,6,2,7,6,,,,,,,,,,,,,1,3,1,1,4,4,4,3,3,3,2,2,2,2,2,1,1,1,1,2,2,2,3,3,,0,0,3,1,47.95795306,47.95795306
17113031,1711303101,1,55,2,4/4/17,0,,1,5,2,1,4,1,1,,6,1,1,2,2,1,0,0,1,0,0,1,0,0,2,1,3,8,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,3,7,5,2,3,2,3,3,1,3,3,3,1,3,,3,2,3,2,6,6,3,3,2,2,3,2,2,4,2,2,,,,-9999,-9999,-9999,-9999,-9999,,0,0,8,1,13.46888838,13.46888838
17113049,1711304901,1,50,1,4/11/17,0,0,1,6,1,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,1,9,2,5,,,King County,53033009300,530330093001,11605,,650,2,,,,,,,Mobile,,1,0,,,,,,,,1,7,7,2,7,5,,,,,,,,,,,,,1,1,1,2,1,2,1,3,1,1,1,2,2,2,2,2,2,2,2,5,5,5,5,5,1,0,1,30,4,46.32466794,11.58116698
17113049,1711304902,2,50,1,4/11/17,1,0,1,6,2,1,1,1,1,,7,1,13,2,2,1,0,0,0,0,0,1,0,0,1,3,2,7,1,8,,,,,King County,53033008300,530330083001,11603,Seattle First Hill/Capitol Hill,581,2,,,,,,,jackson,,24,0,,,,,,,,1,4,7,1,7,4,2,2,2,2,3,3,3,3,3,3,3,,3,1,2,1,2,2,3,2,3,2,2,1,1,1,1,1,2,1,2,4,5,5,5,5,1,0,1,29,4,46.32466794,11.58116698
17113063,1711306301,1,11,2,5/17/17,0,,1,9,2,1,1,1,1,,7,1,1,2,1,0,0,0,0,0,0,1,0,0,1,2,2,1,6,9,1,5,,,King County,53033027200,530330272002,11611,,925,,,,,,,,,,,,,,,,,,,1,5,7,2,7,7,2,2,1,3,3,3,3,3,3,3,3,,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,3,3,5,5,5,5,5,,0,1,2,1,894.2383428,894.2383428
17113064,1711306401,1,51,1,5/2/17,0,0,1,6,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,3,2,8,4,7,,,,,King County,53033022803,530330228033,11607,Redmond-Overlake,1615,3,,,,,,,,,,,,,,,,,,1,3,3,2,7,4,2,1,1,3,3,3,3,3,3,1,3,,3,1,3,3,1,1,1,1,1,1,1,4,5,5,5,5,4,3,3,1,1,1,1,1,1,0,1,39,2,456.772535,228.3862675
17113064,1711306402,2,51,1,5/2/17,1,0,3,6,1,1,1,1,2,6,6,1,2,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,4,9,1,5,,,Kitsap County,53035090300,530350903004,11801,,3496,2,,,,,,,Saratoga Springs,,32,0,8,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,46,2,456.772535,228.3862675
17113078,1711307801,1,2,2,5/9/17,0,,1,10,2,6,,0,1,,7,1,1,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,3,7,7,,,,,,,,,,,,,,,,,5,4,,,5,5,5,1,1,1,1,1,5,5,5,4,4,4,4,5,,0,0,2,1,570.5362226,570.5362226
17113084,1711308401,1,55,2,5/3/17,0,,1,9,1,2,1,1,1,,3,1,1,3,,0,0,0,0,0,0,0,0,1,1,3,3,1,6,9,1,5,,,King County,53033009300,530330093003,11605,,726,,,,,,,,,,,,,,,,,,,1,4,6,3,7,7,2,3,1,3,3,3,3,3,3,3,3,,1,1,1,1,4,2,3,3,3,3,3,1,2,2,2,1,4,4,4,5,5,5,5,5,,0,0,2,1,14.30498054,14.30498054
17113084,1711308402,2,55,2,5/3/17,1,,1,6,2,1,1,1,1,,5,1,13,3,,0,0,0,0,0,0,0,0,1,1,3,2,8,5,9,,,,,King County,53033008100,530330081002,11603,Seattle Downtown,500,,,,,,,,,,,,,,,,,,,1,2,2,4,6,7,2,3,1,3,3,1,3,3,3,3,3,,1,3,3,4,2,2,3,3,2,3,2,2,2,2,2,2,,,,,,,,,,0,0,2,1,14.30498054,14.30498054
17113107,1711310701,1,51,2,4/18/17,0,,1,9,1,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,4,8,,,,,King County,53033008100,530330081002,11603,Seattle Downtown,529,1,Snohomish County,53061051925,530610519252,11704,Bothell Canyon Park,2564,,,,,,,,,,,,1,2,7,3,7,7,2,2,1,3,3,3,3,3,3,3,3,,4,4,3,4,5,5,5,5,5,5,5,1,1,1,1,1,,,,-9999,-9999,-9999,-9999,-9999,,0,0,2,1,23.225,23.225
17113107,1711310702,2,51,2,4/18/17,1,,2,8,2,3,1,1,1,,7,1,1,6,,0,0,0,0,0,0,1,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,2,7,7,2,2,1,3,3,3,3,3,3,3,3,,,,,,5,5,,,5,5,5,2,5,2,2,2,6,6,6,6,6,6,6,6,,0,0,3,1,23.225,23.225
17113124,1711312401,1,55,1,5/23/17,0,1,1,7,1,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,6,10,1,5,,,King County,53033023000,530330230003,11608,,1578,,,,,,,,,,,,,,,,,,,1,5,7,1,7,7,2,2,1,2,2,2,2,3,3,3,2,,1,1,1,1,6,6,5,6,5,5,4,3,2,3,3,3,4,4,4,4,4,4,4,4,1,0,1,19,1,13.85459743,13.85459743
17113124,1711312402,2,55,1,5/23/17,1,0,1,7,2,1,1,1,1,,7,1,2,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,5,10,1,5,,,King County,53033024500,530330245002,11609,,1490,,,,,,,,,,,,,,,,,,,1,4,6,1,7,7,2,2,1,2,2,2,2,2,3,3,2,,1,1,1,1,5,5,5,5,5,5,5,3,2,3,3,3,4,4,4,4,4,4,4,4,1,0,1,16,1,13.85459743,13.85459743
17113124,1711312403,3,55,1,5/23/17,2,0,3,1,2,,,0,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,13.85459743,13.85459743
17113177,1711317701,1,23,2,5/18/17,0,,1,9,2,3,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,1,1,1,6,8,1,5,,,King County,53033023700,530330237003,11608,,1586,,,,,,,,,,,,,,,,,,,1,6,6,3,7,6,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,1,1,1,1,1,2,2,2,5,5,5,5,5,,0,0,5,1,23.875,23.875
17113243,1711324301,1,51,2,4/4/17,0,,1,6,2,1,1,1,2,7,6,1,,1,2,1,0,0,0,0,0,1,0,0,1,2,2,7,1,8,,,,,King County,53033006000,530330060004,11603,,337,1,King County,53033005802,530330058022,11603,,389,,,,,8,,,,,,,1,3,6,1,6,6,2,3,1,3,3,3,3,3,3,3,2,,1,1,3,1,1,4,5,3,2,2,1,5,4,5,2,5,2,2,2,6,6,6,6,6,,0,0,3,1,387.8545317,387.8545317
17113243,1711324302,2,51,2,4/4/17,6,,3,6,1,2,2,1,1,,6,1,,2,2,1,0,0,0,0,0,1,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,1,6,3,2,3,1,3,3,3,3,3,3,3,3,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,387.8545317,387.8545317
17113260,1711326001,1,3,1,4/25/17,0,0,1,9,1,1,1,1,1,,7,1,1,2,2,1,0,0,1,0,0,0,0,0,1,2,2,1,6,7,2,5,,,King County,53033021802,530330218022,11606,,1796,,,,,,,,,,,,,,,,,,,1,6,7,5,7,7,,,,,,,,,,,,,1,1,1,1,2,5,3,1,5,1,2,1,1,1,1,1,1,1,1,4,2,2,3,2,2,0,0,26,4,492.9513649,123.2378412
17113260,1711326002,2,3,1,4/25/17,1,0,1,8,2,3,1,1,1,,7,1,2,2,2,1,0,0,1,0,0,0,0,0,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,1,7,7,2,2,1,3,3,3,3,3,3,3,3,,,,,,5,5,,,5,3,2,1,1,1,1,1,1,1,1,5,5,5,5,5,1,0,0,29,4,492.9513649,123.2378412
17113267,1711326701,1,52,2,5/25/17,0,,1,9,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,3,1,5,6,1,5,,,Snohomish County,53061051925,530610519252,11704,Bothell Canyon Park,2564,,,,,,,,,,,,,,,,,,,1,5,7,3,7,6,1,2,1,3,3,3,3,3,3,3,2,,3,1,1,2,4,2,2,5,3,3,1,1,1,2,1,1,4,4,5,5,5,5,5,5,,0,0,3,1,20.775,20.775
17113267,1711326702,2,52,2,5/25/17,1,,1,9,1,1,1,1,1,,6,1,2,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,5,9,1,5,,,King County,53033020900,530330209003,11606,,1881,,,,,,,,,,,,,,,,,,,1,5,7,4,6,6,2,1,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,2,3,3,3,5,5,5,5,5,,0,0,3,1,20.775,20.775
17113269,1711326901,1,31,2,5/2/17,0,,1,7,1,1,1,1,1,,6,1,2,3,,0,0,0,1,0,0,0,0,0,1,2,2,1,6,9,2,5,,,King County,53033022803,530330228033,11607,,1613,,,,,,,,,,,,,,,,,,,1,6,3,4,7,5,,,,,,,,,,,,,3,4,2,3,4,2,3,2,5,2,1,1,1,1,1,1,3,3,4,3,3,3,3,3,,0,0,2,1,6.575,6.575
17113269,1711326902,2,31,2,5/2/17,1,,2,7,2,1,1,1,1,,6,1,1,3,,0,0,0,1,0,0,0,0,0,1,3,2,1,3,8,1,5,,,King County,53033023801,530330238012,11608,,1505,3,,,,,,,,,,,,,,,,,,1,7,5,4,7,5,,,,,,,,,,,,,3,4,1,1,4,2,2,2,5,2,2,1,1,1,1,1,3,3,3,5,5,5,5,5,,0,0,4,1,6.575,6.575
17113269,1711326903,3,31,2,5/2/17,2,,3,3,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033032328,530330323282,11616,,1926,1,7,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,6.575,6.575
17113269,1711326904,4,31,2,5/2/17,2,,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033032328,530330323281,11616,,1927,1,7,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,6.575,6.575
17113278,1711327801,1,55,2,5/31/17,0,,1,10,1,6,,0,1,,7,1,1,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,3,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,1,1,2,1,1,5,5,5,4,4,5,5,5,,0,0,2,1,14.97734608,14.97734608
17113278,1711327802,2,55,2,5/31/17,1,,1,9,1,1,1,1,1,,3,1,2,2,2,1,0,0,0,0,0,1,0,0,1,3,2,1,4,9,1,5,,,King County,53033005802,530330058022,11603,,394,1,King County,53033008100,530330081002,11603,Seattle Downtown,531,,,,,,,,,,,,1,7,6,4,7,7,,,,,,,,,,,,,1,1,1,1,5,5,5,5,5,5,5,2,1,1,1,1,5,5,5,4,5,5,5,5,,0,0,2,1,14.97734608,14.97734608
17113294,1711329401,1,11,2,4/20/17,0,,2,10,1,6,,0,1,,5,1,1,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,3,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,2,1,1,5,1,1,3,3,3,5,5,5,5,5,,1,0,2,1,270.7134403,270.7134403
17113294,1711329402,2,11,2,4/20/17,5,,2,12,2,6,,0,1,,1,3,,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,5,5,5,5,5,6,6,6,5,5,5,5,5,,1,0,0,1,270.7134403,270.7134403
17113300,1711330001,1,51,1,5/23/17,0,0,1,6,1,1,1,1,1,,7,1,,2,2,1,0,0,0,0,0,1,0,0,1,3,2,8,3,8,,,,,King County,53033022803,530330228033,11607,Redmond-Overlake,1615,1,King County,53033024800,530330248003,11608,,1468,,,,,,,,,,,,1,2,6,1,7,5,2,2,1,3,3,3,3,3,3,2,3,,3,2,3,2,4,5,4,4,5,4,2,1,2,2,2,1,,,,-9999,-9999,-9999,-9999,-9999,1,0,0,16,2,49.85621998,24.92811
17113317,1711331701,1,2,2,4/25/17,0,,3,9,1,1,1,1,1,,6,1,2,1,2,1,0,0,1,0,0,0,0,0,1,2,1,1,3,9,2,5,,,Snohomish County,53061041903,530610419032,11702,,2401,1,Snohomish County,53061040700,530610407001,11703,Everett,2284,,,,,,,,,,,,1,7,7,5,7,7,,,,,,,,,,,,,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,2195.393782,2195.393782
17113317,1711331702,2,2,2,4/25/17,1,,3,8,2,1,1,1,1,,6,1,1,1,2,1,0,0,1,0,0,0,0,0,1,3,3,1,5,6,1,5,,,King County,53033021803,530330218033,11606,,1801,,,,,,,,,,,,,,,,,,,1,7,7,6,7,7,,,,,,,,,,,,,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,2195.393782,2195.393782
17113317,1711331703,3,2,2,4/25/17,2,,3,6,2,7,,0,1,,6,1,3,1,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,5,7,6,2,3,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2195.393782,2195.393782
17113317,1711331704,4,2,2,4/25/17,2,,1,5,2,7,,0,1,,6,1,3,1,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,5,7,5,,,,,,,,,,,,,,,,,4,2,,,4,3,2,1,2,1,1,1,2,1,2,6,6,6,6,6,,0,0,0,1,2195.393782,2195.393782
17113372,1711337201,1,52,2,4/26/17,0,,1,7,1,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,0,0,1,2,2,2,1,,9,5,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,5,7,6,,,,,,,,,,,,,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,5,6,5,5,5,5,5,5,,0,0,4,1,23.6775047,23.6775047
17113372,1711337202,2,52,2,4/26/17,2,,3,5,2,2,1,1,3,3,1,2,,2,2,1,0,0,0,0,0,0,0,1,1,6,5,2,1,9,7,5,,,King County,53033029700,530330297003,11613,Kent,1255,3,,,,,,,,,,,2,King County,53033031706,530330317061,11615,,1234,1,7,7,2,7,7,,,,,,,,,,,,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,23.6775047,23.6775047
17113372,1711337203,3,52,2,4/26/17,2,,3,3,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033029700,530330297003,11613,Kent,1255,1,2,5,2,,,2,3,3,3,3,3,3,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,23.6775047,23.6775047
17113430,1711343001,1,55,2,5/16/17,0,,1,11,2,6,,0,1,,6,1,,6,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,1,7,7,2,3,1,3,1,3,3,3,3,3,3,,,,,,5,5,,,5,5,5,1,1,1,1,1,2,2,2,5,5,5,5,5,,0,1,3,1,17.89199976,17.89199976
17113433,1711343301,1,2,2,5/16/17,0,,1,11,1,6,,0,1,,3,1,1,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,3,7,7,,,,,,,,,,,,,,,,,5,4,,,5,5,2,2,2,2,2,2,4,4,4,4,5,4,5,5,,1,0,5,1,556.6646286,556.6646286
17113433,1711343302,2,2,2,5/16/17,1,,3,11,2,6,,0,1,,2,1,1,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,7,7,7,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,1,556.6646286,556.6646286
17113447,1711344701,1,50,2,4/5/17,0,,1,6,2,1,1,1,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,1,3,2,8,1,9,,,,,King County,53033003900,530330039002,11602,,195,1,King County,53033032214,530330322143,11609,,1957,,,,,,,,,,,,1,1,2,2,6,5,2,2,1,3,3,2,3,3,3,3,3,,1,1,1,1,4,3,3,4,4,4,4,2,2,3,2,1,,,,,,,,,,0,0,4,1,49.37966563,49.37966563
17113447,1711344702,2,50,2,4/5/17,1,,3,6,1,1,1,1,1,,6,1,1,1,2,1,0,0,0,0,0,1,0,0,1,2,3,7,5,6,,,,,King County,53033007200,530330072001,11603,Seattle Uptown,436,,,,,,,,,,,,,,,,,,,1,3,5,3,6,5,2,3,1,3,3,2,3,3,3,3,3,,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,49.37966563,49.37966563
17113481,1711348101,1,52,2,5/11/17,0,,1,7,2,3,2,1,1,,6,1,1,1,2,1,0,1,0,0,0,1,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,2,7,7,2,2,1,3,3,3,3,3,3,3,3,,,,,,5,5,,,5,5,5,1,2,1,1,2,3,3,3,5,5,5,5,5,,0,0,5,1,22.90450642,22.90450642
17113481,1711348102,2,52,2,5/11/17,1,,3,8,1,1,1,1,1,,7,1,1,2,1,0,0,0,0,0,0,1,0,0,1,3,8,7,4,7,,,,,King County,53033009300,530330093002,11605,Seattle Downtown,631,1,King County,53033007402,530330074023,11603,Seattle First Hill/Capitol Hill,547,,,,,,,,,,,,1,4,6,3,7,7,2,2,1,3,3,3,3,3,3,3,3,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,9,1,22.90450642,22.90450642
17113484,1711348401,1,51,1,4/11/17,0,0,3,6,1,1,1,1,2,6,6,1,12,1,2,1,0,0,0,0,0,1,0,0,2,3,2,6,,8,,,,,,,,,,,,,,,,,,,,,,7,Butler County,,,,,,1,5,2,3,7,7,2,3,1,3,3,3,3,3,3,3,3,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,1,0,0,44,4,23.82842083,5.957105208
17113484,1711348402,2,51,1,4/11/17,1,0,1,6,1,2,1,1,1,,6,1,1,1,2,1,0,0,0,1,1,0,0,0,1,3,2,8,1,8,,,,,King County,53033007800,530330078003,11604,,590,2,,,,,,,Huntsville,,1,0,,,,,,,,1,2,7,3,7,7,2,2,1,2,2,2,2,2,2,2,2,,1,1,1,1,1,2,2,2,2,1,3,2,4,4,2,4,,,,-9999,-9999,-9999,-9999,-9999,1,0,0,38,4,23.82842083,5.957105208
17113495,1711349501,1,33,2,5/16/17,0,,1,7,2,5,,0,1,,6,1,2,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King County,53033023401,530330234013,11608,,1512,1,7,3,3,7,5,,,,,,,,,,,,,,,,,5,2,,,4,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,,0,1,4,1,12.79738152,12.79738152
17113495,1711349502,2,33,2,5/16/17,1,,2,6,1,1,1,1,1,,5,1,1,2,2,1,0,0,0,0,0,1,0,0,1,3,8,3,2,9,2,5,,,King County,53033022400,530330224004,11607,,1665,1,King County,53033023804,530330238042,11608,Bellevue,1547,,,,,,,,,,,,1,7,3,3,7,5,,,,,,,,,,,,,3,1,1,1,5,5,2,5,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,,0,1,6,1,12.79738152,12.79738152
